0	[0.00204832486228877, 0.006340867053856018, 0.49338290200553, 0.2402692144307699, 0.20925294409510162, 0.2639758060290894, 0.10534946715554937, 0.027569307902036592, 0.002708789502627618, 0.16746928243461898, 0.09961351103768994, 0.08738368066678441, 0.4676636591994835, 0.04625946353586428, 0.08924423013065273, 0.354709079136513, 0.1655330895173189, 0.06297706700505507, 0.008953370140401316, 0.2945612430589757, 0.05348601897895403, 0.312402051031735, 0.029914171512212675, 0.0636193064902689, 0.08627065422134751, 0.06628097569453706, 0.22537403850098994, 0.0692287314613866, 0.010026545142817242, 0.0016766395770382587, 0.23291326168846774, 0.41445792682322247, 0.009358566370185183, 0.045257107260036816, 0.0005805762441939425, 0.061814702485474014, 0.08872574261854733, 0.0930451856535865, 0.12056456737285431, 0.08295679859328557, 0.08777990267773378, 0.03246548218279795, 0.4527169793709697, 0.034682717319417695, 0.16181167367139374, 0.02325237237075913, 0.026983373405765124, 0.5279510377368701, 0.1345053027146593, 0.09612075683927739, 0.23494186138087506, 0.15430941613343782, 0.06117135618711014, 0.46766459949985717, 0.2918207314907066, 0.04459144414518669, 0.04857764904345731, 0.3187957302673885, 0.05617997914696784, 0.2595789549660413, 0.010038110941221156, 0.12520551013148987, 0.09116165095042328, 0.21840963048083817, 0.029193617816885762, 0.2767003404100299, 0.018688363344756213, 0.22803364110443058, 0.01635684981157843, 0.0036055477247227898, 0.04606499463829064, 0.41683015979281324, 0.11769755492748828, 0.4821808388836322, 0.07852757304239726, 0.02952397827890729, 0.28651164218908426, 0.047694123360669284, 0.03707845495877809, 0.001877449355028688, 0.01381658061812121, 0.02336396897988495, 0.07416730175470032, 0.23670469074520564, 0.26443423680595796, 0.12341533718158451, 0.22653443091576464, 0.17954437759118327, 0.10142119626241182, 0.025470477004821114, 0.006234824637619428, 0.00895789830756367, 0.007419095799417374, 0.015942473134139774, 0.44700479446467484, 0.38227813526713045, 0.006429237532092762, 0.02639712584455248, 0.012890695425900548, 0.059412490256646945]
1	[0.11419787992954503, 0.016267248570963407, 0.1670472561856494, 0.14638446218318507, 0.07237924017776239, 0.08323733993038333, 0.2667399371448007, 0.2659870105830591, 0.3304737591844289, 0.1867267415587624, 0.16654037575076772, 0.271996040458889, 0.053582887777047054, 0.1319142465228875, 0.0011992578386741148, 0.137999613496021, 0.02795909323796378, 0.3193351110701779, 0.08679001475294906, 0.08227821481031465, 0.3158665333037286, 0.30661542591906693, 0.4082567645680989, 0.056870974112597325, 0.3595146024070648, 0.13003084458954176, 0.03471944973615976, 0.4543913104920188, 0.1729773018340858, 0.32611195529747133, 0.04718863098444334, 0.05869605542223421, 0.17923780167396072, 0.08281097869556975, 0.13164752392104045, 0.10911805520615105, 0.0326685684447346, 0.5218735614840476, 0.09014378746113329, 0.4681003483512868, 0.2173001522093472, 0.022647681811193483, 0.27921121710919683, 0.0063047206048195605, 0.03572826016263953, 0.02295078473866969, 0.50527600699598, 0.02839399055468849, 0.04659722728924697, 0.32444114071031044, 0.02398241374807461, 0.0046386440858062076, 0.20828981468569885, 0.15744488724489367, 0.09964657331166803, 0.28199681168813817, 0.09963275458261135, 0.4139298932333028, 0.25726742269022146, 0.39898696605890255, 0.10372231863064899, 0.004171342315990056, 0.4357050220153408, 0.08530002892651944, 0.12762955188007008, 0.12011455455713164, 0.16935238300978175, 0.35182641013442595, 0.2383841583104865, 0.013203824673523707, 0.004232156085125815, 0.3314386047289145, 0.11169773229207353, 0.0676102035891886, 0.011209938424021315, 0.059177627019982255, 0.019570882469451892, 0.03173003522333054, 0.3098243531505729, 0.14755928603105598, 0.2864904372361142, 0.04302077994143626, 0.020747795705988982, 0.05749362503211379, 0.03860413787950128, 0.5303840272258454, 0.23348566837539117, 0.0001260338935625428, 0.15064176118803688, 0.01665528376376399, 0.05995582110631627, 0.15097444298883278, 0.15138758594159796, 0.21980146039838352, 0.17877854221119696, 0.005238876508350584, 0.3415122697706036, 0.21287035476903413, 0.08681008752875784, 0.06216949400505436]
2	[0.24938039419447774, 0.11253417714714983, 0.24530084809590508, 0.11292644430598575, 0.08020620408441756, 0.08003804474131304, 0.10856763484960547, 0.5407023972468323, 0.07621924688849373, 0.23918312131334896, 0.35029156677785905, 0.20356367581655924, 0.12130880015777183, 0.11483862994344603, 0.3686276821952179, 0.006390060361794341, 0.18700425512229968, 0.09809915351295607, 0.007730056704838114, 0.05632876679411423, 0.2361481212893608, 0.1143514102230012, 0.05238349266665832, 0.02098642427099332, 0.06076517727704192, 0.0061316866072750114, 0.25227308734563203, 0.19372948048972663, 0.0729074906939034, 0.2504241157319551, 0.09125458186917713, 0.001464022768500774, 0.04882022260606208, 0.33382032114923105, 0.2526550108110734, 0.4096229329346282, 0.010794720090359198, 0.255045353280133, 0.21356843379498394, 0.00793135889423775, 0.28576133134404025, 0.017884021791683632, 0.11004386005444312, 0.1294330324312813, 0.17651407502799885, 0.4970646378276395, 0.13403708940939033, 0.23278549316825214, 0.2521831151762966, 0.18636158252928633, 0.11944643627811781, 0.06359550712251, 0.015608315897668661, 0.028049994823265884, 0.10708118354952435, 0.003973166124763604, 0.08224614525315713, 0.14540741316329456, 0.028644719832710882, 0.06123421403971025, 0.10743824892693604, 0.01386255588492549, 0.05650710393057845, 0.0872901562528946, 0.34472028623983075, 0.22273478564854807, 0.08195649321043254, 0.00411382497266598, 0.06745374112779055, 0.4179615053080705, 0.00453144030808642, 0.5177537126153563, 0.04153928445967176, 0.4620946587455759, 0.42166836286157183, 0.2951466301388289, 0.1216164263796981, 0.07384515497127836, 0.07811678191855763, 0.1052423579697373, 0.05395628351414465, 0.02354009213066157, 0.1676488500074243, 0.012043459264075447, 0.0009204096640092865, 0.06005596930821389, 0.011101264776794932, 0.028249380698316645, 0.01015020092905394, 0.025977564269267076, 0.038213898378229826, 0.3352341953464983, 0.11913007341315666, 0.03584394929767641, 0.5329581792553361, 0.06016496935853822, 0.18854662854085102, 0.37610955737740803, 0.21204703047231016, 0.15656120985374458]
3	[0.09831525904914382, 0.05459172593908631, 0.050065544956862336, 0.03827126771731144, 0.13952384798745157, 0.08885752919280497, 0.31359619490022766, 0.03211151513238164, 0.24068086411899398, 0.26616251415105424, 0.09399136959637176, 0.08388503237788988, 0.12048770449630353, 0.08993719596803802, 0.04411908041106881, 0.07285766429969309, 0.4354801023186158, 0.047145241267138184, 0.010717399055668904, 0.0019951629363851283, 0.1667704915850778, 0.04805273873291862, 0.30844893536502566, 0.1340278208154413, 0.001992412736464163, 0.06835430406188227, 0.33108784476727354, 0.09834581756562491, 0.3915779415189776, 0.2494659607188754, 0.0051866651901071575, 0.22399403986876276, 0.08982286993931173, 0.05421515356110294, 0.1687783802617426, 0.15524434906082807, 0.41055798888625894, 0.11197445547465999, 0.22137684300123145, 0.030084395896811496, 0.24040090092797547, 0.10384522313565674, 0.37880811930452507, 0.33329102823763596, 0.11074190839816753, 0.00790755285857648, 0.06574868628149673, 0.08955949163529983, 0.16630131155686548, 0.33302780586327935, 0.0019766199783351236, 0.031141493560791995, 0.017966560694172618, 0.006300848514415708, 0.1810080350813093, 0.08360198499680896, 0.1142482210913997, 0.002873997136942685, 0.03811994339844399, 0.09663831940199939, 0.08797720944765478, 0.16034857777358308, 0.14753783667581194, 0.012602667964980776, 0.26265883112024246, 0.1220547261801885, 0.10685325593031947, 0.06462096260338016, 0.006415558901345045, 0.026794375421617986, 0.3884052158347686, 0.03426698067697408, 0.18251515527756176, 0.061423246100755786, 0.3660353268625838, 0.2168796579746934, 0.010260286422090781, 0.36486987342849353, 0.03622802245768019, 0.2031011609263938, 0.010764075545557058, 0.12927766058088933, 0.45971958925234724, 0.22214975192592254, 0.015605645334092495, 0.037232454308948545, 0.20243541658913425, 0.06500877851943672, 0.04130081454207683, 0.05555494192736179, 0.03484064337708558, 0.09095088453407806, 0.12204810609815914, 0.03456340902963135, 0.047519711457981346, 0.007807142565815365, 0.28049154682283356, 0.07749615404479182, 0.05339700216042634, 0.11912943758872571]
4	[0.007839897321068637, 0.2123587019219995, 0.24871096109992383, 0.17597771117404254, 0.17632045343370661, 0.0945503015672607, 0.021253565125699418, 0.022701451731002017, 0.0945795968796322, 0.03232155296021733, 0.043674922473729484, 0.0745024071227585, 0.32546389041116447, 0.011420394540762553, 0.0656752143056782, 0.06217620015355171, 0.4357182746126166, 0.040022199265556196, 0.011040493913287836, 0.07831912715948228, 0.2778465223454073, 0.10355336311624411, 0.17122993682928142, 0.07455755853802293, 0.06402077052674843, 0.29383308678269676, 0.027664216620346075, 0.45939215224906316, 0.012741607899582053, 0.10743413393316602, 0.039354958533269924, 0.02013082127255816, 0.013764031468409045, 0.005144750240313266, 0.1589221736284495, 0.00013132508053261354, 0.16682080648848677, 0.4026771882738425, 0.061432556189374043, 0.2044833758143851, 0.1434455568069967, 0.016275823620154208, 0.29269098560728174, 0.2548066814955257, 0.09265435519059027, 0.2731258658267984, 0.15598349034583775, 0.008848525690077403, 0.5414509908398764, 0.21007096316322005, 0.074126876690474, 0.031377882728485046, 0.019033525048598517, 0.23706256065632114, 0.1311199735224417, 0.23433230152754703, 0.12971585098820607, 0.2338081055226478, 0.0700999762433914, 0.05176306463799248, 0.5052765681069811, 0.2313046301868546, 0.017262568066711934, 0.2426811164660884, 0.017667542316533707, 0.3930566995257734, 0.4284589776220021, 0.004333320015192405, 0.02761406242782386, 0.0012134656543883442, 0.016622606839434107, 0.08020885126198432, 0.04040530138554295, 0.022356306683564316, 0.024520000291371934, 0.12334065112641737, 0.4517683409840517, 0.16075070760112478, 0.01400256951402592, 0.10016973434493333, 0.0349969580278272, 0.0312327534417504, 0.09134734967424721, 0.2348884196307911, 0.015137590749136436, 0.17409153613246905, 0.06626478525647135, 0.09486255507538549, 0.2671948403167746, 0.15841010006051445, 0.09593863001298768, 0.03918284633991639, 0.1306093420558023, 0.2981916295540145, 0.1253290873301583, 0.43151688166047597, 0.06430028522268119, 0.003478655415232378, 0.21781086156579038, 0.18133766450953734]
5	[0.4843542032258379, 0.5325592201642918, 0.11005264388797895, 0.022484981572188548, 0.1558667648327498, 0.08391552489162608, 0.17610772191732987, 0.08807046020520942, 0.11448755951762646, 0.0894684940351524, 0.0024115180121882063, 0.14498219873263007, 0.4649590582812992, 0.28010697605008744, 0.03759439166488111, 0.07205278234356288, 0.013868192488489027, 0.006783056788092342, 0.19908460211104562, 0.07970249866702771, 0.4557380968230764, 0.13643547645486098, 0.20493963496611817, 0.21210170820137525, 0.0009318135489459653, 0.33515646120407494, 0.011085489513550048, 0.14929578464884297, 0.14649867549415838, 0.06269948137917972, 0.04579958187079957, 0.45683159396352135, 0.40169541868590825, 0.021513808595373798, 0.4411015037015142, 0.20926388847650992, 0.15630622418083298, 0.09949250509073941, 0.04041804250004984, 0.1887194684874802, 0.16071461363435294, 0.24563536987754703, 0.21950278179230967, 0.007635959374697058, 0.11283937513205085, 0.0033822230669217886, 0.4753643012557248, 0.026170571184364937, 0.3271212448464176, 0.07164781737293767, 0.1707695445623908, 0.2271207490517373, 0.211009040153496, 0.19791296239805026, 0.00182104124610641, 0.027615672519017715, 0.17686802789199155, 0.35658478360101414, 0.13890133782490957, 0.13170781211018, 0.26518341348090546, 0.23965161453783854, 0.24873235587732526, 0.15502428771043433, 0.3300369786739777, 0.26270676465655923, 0.07139492736769763, 0.09348048899962026, 0.08781911065531375, 0.25569107261149054, 0.023155750283691275, 0.35369412296868474, 0.13790849906420774, 0.11206697013359254, 0.08799082829924554, 0.06289605890406184, 0.01079735093638824, 0.2982499911616555, 0.06003059410061635, 0.24840892746353332, 0.09424785219278711, 0.07472645763322212, 0.3566679111962825, 0.11676133580300475, 0.07935729335341984, 0.01694654029110899, 0.0033838791546414227, 0.15044088411629344, 0.08157269838235484, 0.12527633701626226, 0.08466241232469221, 0.3009329202089912, 0.0282943049557095, 0.015414266169154051, 0.17402685774080767, 0.0032408604952054248, 0.048653336409917626, 0.121849121587569, 0.08016509549254094, 0.29997315395527757]
6	[0.25982621857769356, 0.06166836624004641, 0.050616071325928845, 0.027570363846954094, 0.0824201141513594, 0.02331027030262393, 0.24517700811159895, 0.21511638099750255, 0.15225151036642903, 0.37988022918771575, 0.06713505574085335, 0.05356305499142544, 0.07985597240838366, 0.20734483114440594, 0.08780427179497867, 0.16649810025404635, 0.021939829802458625, 0.06434712347522276, 0.4605682923526494, 0.031098791308540857, 0.18176434758563487, 0.23789615786075705, 0.00020341168100745954, 0.04126180561124168, 0.06724941208111004, 0.5084450935479082, 0.13306373566693697, 0.07182915933060796, 0.05863808977657052, 0.005432655678027207, 0.1533696830738726, 0.18751613697351277, 0.2829477586878982, 0.3199193772262517, 0.2671839757310945, 0.23019836003388564, 0.0626972071850863, 0.03595491088707305, 0.004157213794749277, 0.09538883697474676, 0.021112786224378, 0.336409132758406, 0.12333045916732684, 0.06039874122752338, 0.08673194074626672, 0.23530304094895751, 0.15836808134075853, 0.09661264824051972, 0.029612074353644106, 0.05364218632708392, 0.26760772137703476, 0.1701894785648481, 0.06389755199149523, 0.4164170168743575, 0.06091206234888802, 0.08148510579820473, 0.37848472055588733, 0.49856442866596257, 0.11984426554558193, 0.24550302696629922, 0.45393960020111973, 0.04453765055358529, 0.01825709074129246, 0.04267768655565604, 0.05966765441355858, 0.4367599863481562, 0.08106503042021107, 0.10628467663393984, 0.05510266177979052, 0.2726890713894445, 0.060285002369741554, 0.0514948737974362, 0.46048194921840807, 0.11697511600673018, 0.22603425460296867, 0.0509868215201821, 0.020521268069048706, 0.04152767686968562, 0.011757493605659206, 0.03134758677359368, 0.36159306117763407, 0.19592608547850165, 0.028131795390834248, 0.182186138674142, 0.048904859393714195, 0.1242015489571663, 0.04158664293830965, 0.09124134454714468, 0.5504651423800375, 0.031272089298022936, 0.12870687675084708, 0.254616746083052, 0.05001053584361335, 0.2101582055987956, 0.19939066930650842, 0.37259266159717536, 0.030760065927435597, 0.43066921890393517, 0.20865313687389309, 0.04164255569852293]
7	[0.009294123412422252, 0.34935543055752327, 0.4833620642349967, 6.734330340343772e-05, 0.29456196840769094, 0.31810469245684375, 0.014914450133163103, 0.054859798159662146, 0.0579713629990868, 0.14871280573997664, 0.2645636257466414, 0.16302688919470146, 0.007506514221715076, 0.2984895669224196, 0.02972862069707022, 0.0006053371861916443, 0.1728732756414959, 0.3272381961383812, 0.4980287693819627, 0.23310140317042793, 0.1337065350366456, 0.14425333469888899, 0.04423581125904915, 0.06665175037002904, 0.09865074422233908, 0.39299023651432347, 0.13141343404405295, 0.3216393308310056, 0.5306664745293874, 0.011040279448129964, 0.34985637051072793, 0.4131509940218038, 0.052156959443846705, 0.2608044569953632, 0.1966160825446461, 0.032914023056641074, 0.42535712738150816, 0.024131363568683818, 0.14702852195554175, 0.319059247839385, 0.13357946728536269, 0.07058522665336787, 0.33210863464395807, 0.011854656557498058, 0.06442177671326907, 0.38628745254163316, 0.006044685469824748, 0.09753371445788266, 0.09333124825269429, 0.27491468178314127, 0.138556263423651, 0.04846768626433026, 0.10462629860135311, 0.08554824943833039, 0.08332389069033076, 0.15126394529829423, 0.3016894626767318, 0.23217959190115336, 0.05827499206242935, 0.20770728629399438, 0.0551777657715357, 0.012724951058791881, 0.00024724262855355117, 0.01693203589426424, 0.22933271997162485, 0.1654208643446803, 0.31505717178454784, 0.007862101399153748, 0.17311528298979675, 0.4379326623923112, 0.40556126021914085, 0.020302458358249294, 0.5724276327148324, 0.18519904655809188, 0.12078603047961144, 0.08468494431843912, 0.05156705636845855, 0.11481276556271378, 0.5044121106543835, 0.19446115384028925, 0.018696755780273817, 0.1713235975934407, 0.051421980096141774, 0.14404033731111626, 0.34029027231113085, 0.13808470258512456, 0.04669077914204437, 0.18180577763930808, 0.12470168670015237, 0.34685964425140864, 0.07051379878366713, 0.0612195535180766, 0.23056499498997862, 0.44692276713994045, 0.41913178338312657, 0.05844875584937329, 0.11758471241328598, 0.06472680134679526, 0.007773212477958565, 0.049271369881695004]
8	[0.29341999959344983, 0.40160133746751425, 0.22651768784038578, 0.043513371061699606, 0.21383802671972066, 0.3813943634015201, 0.3731557328180585, 0.0609519705798275, 0.03641066095424591, 0.09005485179468978, 0.12738621614720239, 0.16859789807229306, 0.06942798025305964, 0.03255551302687013, 0.039506023116220694, 0.20298900852972365, 0.17750208566236675, 0.2917216497401525, 0.018610654861572828, 0.012730484797595577, 0.12476231963580281, 0.26313934492096397, 0.0016253250473961917, 0.36546576009824333, 0.3522822440367885, 0.02157610375019173, 0.051687619523914534, 0.08330855308919627, 0.041508757004849565, 0.4558602428618914, 0.15854795090003881, 0.11224629550842496, 0.15276510649999242, 0.04469436341769632, 0.12147351276639538, 0.16029376013275873, 0.11444917732949997, 0.21888986605697447, 0.2575138373663499, 0.14846531376201855, 0.22503173934259307, 0.006124607199783585, 0.22783253886368274, 0.4245420883824445, 0.06936325869202144, 0.0845713051564026, 0.3084000840826436, 0.05520830569215502, 0.16125166031970734, 0.0722810785147991, 0.19003204240098398, 0.0724771891074503, 0.06911499774720849, 0.00013001981290345003, 0.09096542395150321, 0.2030542350733377, 0.1188776206058625, 0.05749008422362591, 0.04498166670534246, 0.0029871742782509162, 0.255770680375308, 0.18973360865389916, 0.0036710112121020964, 0.005770584556650069, 0.029245811718407403, 0.4554371679785754, 0.3086594991225649, 0.10410784522678733, 0.387416868178725, 0.0440723016079905, 0.0016493264275776525, 0.1626811258090067, 0.0013889101380909975, 0.0903586894571138, 0.16124950143394923, 0.27358314375689385, 0.05264947499691349, 0.0518007061141351, 0.11771284349619032, 0.4429665311341531, 0.02755761880041519, 0.39092915888472596, 0.015336121816494647, 0.17851980465828263, 0.1573055073261849, 0.03320943169790461, 0.02818599684581029, 0.08107900325176455, 0.0481022194702273, 0.07985454198641025, 0.09500516208176504, 0.034732507723827195, 0.0967740340327407, 0.003312195162147447, 0.176717826870207, 0.12986718103592804, 0.46092413494278345, 0.156738208217301, 0.18168159897552305, 0.3259699796112479]
9	[0.2465675762726761, 0.03982753247527756, 0.05780351802105293, 0.17579504777146887, 0.43915825565178357, 0.2506528701466301, 0.02857890800019057, 0.03936375488236703, 0.09154268446449451, 0.04596373751216657, 0.2141800708963328, 0.031226807631083035, 0.0527358746335293, 0.03680966820676871, 0.11167600644183552, 0.06956167190558596, 0.14597291933402815, 0.042114958100538856, 0.18202356697184724, 0.13214654352295846, 0.5428326170497143, 0.34440579929065496, 0.03396247452148568, 0.0384491378337985, 0.02144313647490711, 0.056684686949608334, 0.08679136101414958, 0.05835604835702812, 0.026691390730384925, 0.22429393989509702, 0.0504597244292053, 0.2626663319831703, 0.06377329871154447, 0.01869851117594057, 0.11810410105726175, 0.0110070720954658, 0.2710310790378324, 0.03519819808478301, 0.15460081361959851, 0.06819356759094736, 0.30427005173579863, 0.00036012878587412384, 0.13550858939861862, 0.49409539622516996, 0.21399482961468624, 0.03963897402379059, 0.026501179794971342, 0.001055702801504245, 0.05017596992884628, 0.07114668649694603, 0.004566618997456748, 0.04463260603394503, 0.0143890239315405, 0.41648216226531015, 0.29765615331061374, 0.4931026238840212, 0.03859684667750263, 0.15271030425875937, 0.10734291842087129, 0.010604549797635162, 0.03135224696073022, 0.24019554303482274, 0.29825592138985674, 0.26506694438091394, 0.11194154917949818, 0.04544806608696743, 0.055655819509503206, 0.019970703081984034, 0.20011186987178917, 0.04258333600277015, 0.14530251740596276, 0.13887913429593682, 0.09012771079749513, 0.01923330279486796, 0.07256057754193063, 0.06749795475682195, 0.06263823834562399, 0.47007933192626655, 0.2807528751639532, 0.009343417722289015, 0.1073685655669941, 0.2617563580151253, 0.20702614734906363, 0.3431451795727199, 0.08832490507603531, 0.07810254169238055, 0.23874527175006818, 0.08602194429548583, 0.11539946045292265, 0.1469203168369958, 0.3375924078367469, 0.19645266377672196, 0.006804644826036527, 0.020054876399870927, 0.17200499006998976, 0.3815069375495165, 0.010926759289612967, 0.13871450909048147, 0.10709983409806466, 0.5304394683361446]
